OBJECTID,sovereignt,type,name,name_long,abbrev,formal_en,region_wb,LITERACY_RT_TOTAL,TOTAL_YEAR,LITERACY_RT_FEMALE,FEMALE_YEAR,LITERACY_RT_MALE,MALE_YEAR,TOTAL_YEAR_LBL
351,India,Sovereign country,India,India,India,Republic of India,South Asia,69.3025588989258,2011,59.2773170471191,2011,78.8772277832031,2011,(2011)
352,Australia,Dependency,Indian Ocean Ter.,Indian Ocean Territories,Ind. Oc. Ter., ,East Asia & Pacific,,,,,,,
353,United Kingdom,Dependency,Br. Indian Ocean Ter.,British Indian Ocean Territory,I.O.T., ,Sub-Saharan Africa,,,,,,,
354,Ireland,Sovereign country,Ireland,Ireland,Ire.,Ireland,Europe & Central Asia,99,,,,,,
355,Iran,Sovereign country,Iran,Iran,Iran,Islamic Republic of Iran,Middle East & North Africa,83.6259918212891,2012,78.4162673950195,2012,88.8798141479492,2012,(2012)
356,Iraq,Sovereign country,Iraq,Iraq,Iraq,Republic of Iraq,Middle East & North Africa,79.2537307739258,2013,72.7149200439453,2013,85.7955017089844,2013,(2013)
357,Iceland,Sovereign country,Iceland,Iceland,Iceland,Republic of Iceland,Europe & Central Asia,99,,,,,,
358,Israel,Sovereign country,Israel,Israel,Isr.,State of Israel,Middle East & North Africa,97.8,2011,96.8,2011,98.7,2011,(2011)
359,Italy,Sovereign country,Italy,Italy,Italy,Italian Republic,Europe & Central Asia,99.0705184936523,2013,98.8665618896484,2013,99.2902908325195,2013,(2013)
360,Jamaica,Sovereign country,Jamaica,Jamaica,Jam.,Jamaica,Latin America & Caribbean,87.9032669067383,2013,92.4675369262695,2013,83.0925903320313,2013,(2013)
362,Jordan,Sovereign country,Jordan,Jordan,Jord.,Hashemite Kingdom of Jordan,Middle East & North Africa,97.8903198242188,2012,97.3720092773438,2012,98.4445648193359,2012,(2012)
363,Japan,Sovereign country,Japan,Japan,Japan,Japan,East Asia & Pacific,99,,,,,,
364,Kashmir,Indeterminate,Siachen Glacier,Siachen Glacier,Siachen, ,South Asia,,,,,,,
365,Kazakhstan,Sovereign country,Kazakhstan,Kazakhstan,Kaz.,Republic of Kazakhstan,Europe & Central Asia,99.7324142456055,2009,99.6842880249023,2009,99.7862548828125,2009,(2009)
366,Kenya,Sovereign country,Kenya,Kenya,Ken.,Republic of Kenya,Sub-Saharan Africa,72.1570281982422,2007,66.8631210327148,2007,78.0791473388672,2007,(2007)
367,Kyrgyzstan,Sovereign country,Kyrgyzstan,Kyrgyzstan,Kgz.,Kyrgyz Republic,Europe & Central Asia,99.2414016723633,2009,98.9812164306641,2009,99.5161437988281,2009,(2009)
368,Cambodia,Sovereign country,Cambodia,Cambodia,Camb.,Kingdom of Cambodia,East Asia & Pacific,73.9000244140625,2009,65.9312515258789,2009,82.7524032592773,2009,(2009)
369,Kiribati,Sovereign country,Kiribati,Kiribati,Kir.,Republic of Kiribati,East Asia & Pacific,,,,,,,
370,Saint Kitts and Nevis,Sovereign country,St. Kitts and Nevis,Saint Kitts and Nevis,St.K.N.,Federation of Saint Kitts and Nevis,Latin America & Caribbean,97.8,,,,,,
371,South Korea,Sovereign country,Korea,Republic of Korea,S.K.,Republic of Korea,East Asia & Pacific,97.9,,,,,,
372,Kosovo,Sovereign country,Kosovo,Kosovo,Kos.,Republic of Kosovo,Europe & Central Asia,91.9,2003,87.5,2003,96.6,2003,(2003)
373,Kuwait,Sovereign country,Kuwait,Kuwait,Kwt.,State of Kuwait,Middle East & North Africa,95.5858154296875,2013,94.301155090332,2013,96.3541870117188,2013,(2013)
374,Laos,Sovereign country,Lao PDR,Lao PDR,Laos,Lao People's Democratic Republic,East Asia & Pacific,72.70226288,2005,63.22698593,2005,82.45174408,2005,(2005)
375,Lebanon,Sovereign country,Lebanon,Lebanon,Leb.,Lebanese Republic,Middle East & North Africa,89.6124420166016,2007,85.9677810668945,2007,93.3789443969727,2007,(2007)
376,Liberia,Sovereign country,Liberia,Liberia,Liberia,Republic of Liberia,Sub-Saharan Africa,42.9410858154297,2007,27.0349063873291,2007,60.7748069763184,2007,(2007)
377,Libya,Sovereign country,Libya,Libya,Libya,Libya,Middle East & North Africa,90.2581329345703,2013,84.3471984863281,2013,96.282600402832,2013,(2013)
378,Saint Lucia,Sovereign country,Saint Lucia,Saint Lucia,S.L.,Saint Lucia,Latin America & Caribbean,90.1,,,,,,
379,Liechtenstein,Sovereign country,Liechtenstein,Liechtenstein,Liech.,Principality of Liechtenstein,Europe & Central Asia,100,,,,,,
380,Sri Lanka,Sovereign country,Sri Lanka,Sri Lanka,Sri L.,Democratic Socialist Republic of Sri Lanka,South Asia,91.1813583374023,2010,89.9586791992188,2010,92.5784683227539,2010,(2010)
381,Lesotho,Sovereign country,Lesotho,Lesotho,Les.,Kingdom of Lesotho,Sub-Saharan Africa,75.8002014160156,2009,84.9639587402344,2009,65.5219573974609,2009,(2009)
382,Lithuania,Sovereign country,Lithuania,Lithuania,Lith.,Republic of Lithuania,Europe & Central Asia,99.8155975341797,2011,99.8332366943359,2011,99.794189453125,2011,(2011)
383,Luxembourg,Sovereign country,Luxembourg,Luxembourg,Lux.,Grand Duchy of Luxembourg,Europe & Central Asia,100,,,,,,
384,Latvia,Sovereign country,Latvia,Latvia,Lat.,Republic of Latvia,Europe & Central Asia,99.8959045410156,2011,99.9079132080078,2011,99.8810958862305,2011,(2011)
385,China,Country,Macao,Macao,Mac.,"Macao Special Administrative Region, PRC",East Asia & Pacific,95.6400375366211,2011,93.7319030761719,2011,97.7512893676758,2011,(2011)
386,France,Dependency,St-Martin,Saint-Martin,St. M.,Saint-Martin (French part),Latin America & Caribbean,,,,,,,
387,Morocco,Sovereign country,Morocco,Morocco,Mor.,Kingdom of Morocco,Middle East & North Africa,67.0841598510742,2011,57.6399917602539,2011,76.0735778808594,2011,(2011)
388,Monaco,Sovereign country,Monaco,Monaco,Mco.,Principality of Monaco,Europe & Central Asia,99,,,,,,
389,Moldova,Sovereign country,Moldova,Moldova,Mda.,Republic of Moldova,Europe & Central Asia,99.1670608520508,2013,98.768798828125,2013,99.6222610473633,2013,(2013)
390,Madagascar,Sovereign country,Madagascar,Madagascar,Mad.,Republic of Madagascar,Sub-Saharan Africa,64.4809036254883,2009,61.6414070129395,2009,67.4173049926758,2009,(2009)
391,Maldives,Sovereign country,Maldives,Maldives,Mald.,Republic of Maldives,South Asia,98.3978958129883,2006,98.4298477172852,2006,98.3656845092773,2006,(2006)
392,Mexico,Sovereign country,Mexico,Mexico,Mex.,United Mexican States,Latin America & Caribbean,93.9628448486328,2013,92.903938293457,2013,95.1121063232422,2013,(2013)
393,Marshall Islands,Sovereign country,Marshall Is.,Marshall Islands,M. Is.,Republic of the Marshall Islands,East Asia & Pacific,93.7,,,,,,
394,Macedonia,Sovereign country,Macedonia,Macedonia,Mkd.,Former Yugoslav Republic of Macedonia,Europe & Central Asia,97.6346664428711,2013,96.5080108642578,2013,98.7707366943359,2013,(2013)
395,Mali,Sovereign country,Mali,Mali,Mali,Republic of Mali,Sub-Saharan Africa,33.5609397888184,2011,24.6367931365967,2011,43.2739219665527,2011,(2011)
396,Malta,Sovereign country,Malta,Malta,Malta,Republic of Malta,Middle East & North Africa,93.3073577880859,2011,94.7900466918945,2011,91.7926483154297,2011,(2011)
397,Myanmar,Sovereign country,Myanmar,Myanmar,Myan.,Republic of the Union of Myanmar,East Asia & Pacific,92.7852401733398,2013,90.7009582519531,2013,95.0470504760742,2013,(2013)
398,Montenegro,Sovereign country,Montenegro,Montenegro,Mont.,Montenegro,Europe & Central Asia,98.4422073364258,2011,97.5005035400391,2011,99.4312057495117,2011,(2011)
399,Mongolia,Sovereign country,Mongolia,Mongolia,Mong.,Mongolia,East Asia & Pacific,98.2570037841797,2010,98.3366317749023,2010,98.1746978759766,2010,(2010)
400,United States of America,Dependency,N. Mariana Is.,Northern Mariana Islands,N.M.I.,Commonwealth of the Northern Mariana Islands,East Asia & Pacific,97,,,,,,
401,Mozambique,Sovereign country,Mozambique,Mozambique,Moz.,Republic of Mozambique,Sub-Saharan Africa,50.583812713623,2009,36.4522819519043,2009,67.3547058105469,2009,(2009)
402,Mauritania,Sovereign country,Mauritania,Mauritania,Mrt.,Islamic Republic of Mauritania,Sub-Saharan Africa,45.5037841796875,2007,35.3484344482422,2007,57.4043769836426,2007,(2007)
403,United Kingdom,Dependency,Montserrat,Montserrat,Monts., ,Latin America & Caribbean,97,,,,,,
404,Mauritius,Sovereign country,Mauritius,Mauritius,Mus.,Republic of Mauritius,Sub-Saharan Africa,89.2498321533203,2011,86.658073425293,2011,91.9517211914063,2011,(2011)
405,Malawi,Sovereign country,Malawi,Malawi,Mal.,Republic of Malawi,Sub-Saharan Africa,61.3097229003906,2010,51.2519645690918,2010,72.09765625,2010,(2010)
406,Malaysia,Sovereign country,Malaysia,Malaysia,Malay.,Malaysia,East Asia & Pacific,93.1178817749023,2010,90.7476806640625,2010,95.4337463378906,2010,(2010)
407,Namibia,Sovereign country,Namibia,Namibia,Nam.,Republic of Namibia,Sub-Saharan Africa,76.4865951538086,2007,78.3509750366211,2007,74.3283538818359,2007,(2007)
408,France,Dependency,New Caledonia,New Caledonia,New C.,New Caledonia,East Asia & Pacific,96.6716918945313,2013,96.2415313720703,2013,97.0960464477539,2013,(2013)
409,Niger,Sovereign country,Niger,Niger,Niger,Republic of Niger,Sub-Saharan Africa,15.4566974639893,2012,8.93973541259766,2012,23.2474727630615,2012,(2012)
410,Australia,Dependency,Norfolk Island,Norfolk Island,Nfk. I.,Territory of Norfolk Island,East Asia & Pacific,,,,,,,
411,Nigeria,Sovereign country,Nigeria,Nigeria,Nigeria,Federal Republic of Nigeria,Sub-Saharan Africa,51.0776596069336,2008,41.3867568969727,2008,61.2540550231934,2008,(2008)
412,Nicaragua,Sovereign country,Nicaragua,Nicaragua,Nic.,Republic of Nicaragua,Latin America & Caribbean,78.00298309,2005,77.91603851,2005,78.09642792,2005,(2005)
413,New Zealand,Dependency,Niue,Niue,Niue, ,East Asia & Pacific,95,,,,,,
414,Netherlands,Country,Netherlands,Netherlands,Neth.,Kingdom of the Netherlands,Europe & Central Asia,99,,,,,,
415,Norway,Sovereign country,Norway,Norway,Nor.,Kingdom of Norway,Europe & Central Asia,100,,,,,,
416,Nepal,Sovereign country,Nepal,Nepal,Nepal,Nepal,South Asia,59.6272506713867,2011,48.837589263916,2011,71.708381652832,2011,(2011)
417,Nauru,Sovereign country,Nauru,Nauru,Nauru,Republic of Nauru,East Asia & Pacific,,,,,,,
418,New Zealand,Country,New Zealand,New Zealand,N.Z.,New Zealand,East Asia & Pacific,99,,,,,,
419,Oman,Sovereign country,Oman,Oman,Oman,Sultanate of Oman,Middle East & North Africa,91.981201171875,2014,88.9267044067383,2014,94.9907379150391,2014,(2014)
420,Pakistan,Sovereign country,Pakistan,Pakistan,Pak.,Islamic Republic of Pakistan,South Asia,56.7643432617188,2012,43.0718879699707,2012,69.8582153320313,2012,(2012)
421,Panama,Sovereign country,Panama,Panama,Pan.,Republic of Panama,Latin America & Caribbean,94.094123840332,2010,93.4852600097656,2010,94.707405090332,2010,(2010)
422,United Kingdom,Dependency,Pitcairn Is.,Pitcairn Islands,Pit. Is.,"Pitcairn, Henderson, Ducie and Oeno Islands",East Asia & Pacific,,,,,,,
423,Peru,Sovereign country,Peru,Peru,Peru,Republic of Peru,Latin America & Caribbean,93.8417282104492,2012,90.668830871582,2012,96.9501266479492,2012,(2012)
424,Philippines,Sovereign country,Philippines,Philippines,Phil.,Republic of the Philippines,East Asia & Pacific,95.4200973510742,2008,95.8256301879883,2008,95.0121307373047,2008,(2008)
425,Palau,Sovereign country,Palau,Palau,Palau,Republic of Palau,East Asia & Pacific,99.5239639282227,2013,99.5526962280273,2013,99.4981842041016,2013,(2013)
426,Papua New Guinea,Sovereign country,Papua New Guinea,Papua New Guinea,P.N.G.,Independent State of Papua New Guinea,East Asia & Pacific,63.3377494812012,2013,61.1046714782715,2013,65.5260620117188,2013,(2013)
427,Poland,Sovereign country,Poland,Poland,Pol.,Republic of Poland,Europe & Central Asia,99.7624893188477,2013,99.6342010498047,2013,99.9029769897461,2013,(2013)
428,United States of America,Dependency,Puerto Rico,Puerto Rico,P.R.,Commonwealth of Puerto Rico,Latin America & Caribbean,91.9652328491211,2010,92.5301513671875,2010,91.3307800292969,2010,(2010)
429,North Korea,Sovereign country,Dem. Rep. Korea,Dem. Rep. Korea,N.K.,Democratic People's Republic of Korea,East Asia & Pacific,99.9982604980469,2008,99.9976119995117,2008,99.9989624023438,2008,(2008)
430,Portugal,Sovereign country,Portugal,Portugal,Port.,Portuguese Republic,Europe & Central Asia,94.47705078125,2011,92.8607711791992,2011,96.2855834960938,2011,(2011)
431,Paraguay,Sovereign country,Paraguay,Paraguay,Para.,Republic of Paraguay,Latin America & Caribbean,94.6167221069336,2014,93.7345428466797,2014,95.5460662841797,2014,(2014)
432,Israel,Disputed,Palestine,Palestine,Pal.,West Bank and Gaza,Middle East & North Africa,96.4284210205078,2014,94.4072952270508,2014,98.4023742675781,2014,(2014)
433,France,Dependency,Fr. Polynesia,French Polynesia,Fr. Poly.,French Polynesia,East Asia & Pacific,98,,,,,,
434,Qatar,Sovereign country,Qatar,Qatar,Qatar,State of Qatar,Middle East & North Africa,97.7466888427734,2014,97.5582656860352,2014,97.793701171875,2014,(2014)
